I,U
1.466275659824047e-05,0.0
0.0,0.0
1.466275659824047e-05,0.0032258064516129032
1.466275659824047e-05,0.016129032258064516
1.466275659824047e-05,0.05806451612903226
0.0,0.01935483870967742
1.466275659824047e-05,0.02258064516129032
1.466275659824047e-05,0.03225806451612903
1.466275659824047e-05,0.02903225806451613
4.398826979472141e-05,0.035483870967741936
2.932551319648094e-05,0.03225806451612903
0.00017595307917888563,0.04838709677419355
2.932551319648094e-05,0.041935483870967745
1.466275659824047e-05,0.03225806451612903
2.932551319648094e-05,0.05806451612903226
0.0,0.04838709677419355
5.865102639296188e-05,0.05806451612903226
4.398826979472141e-05,0.03870967741935484
0.00035190615835777126,0.06451612903225806
2.932551319648094e-05,0.04838709677419355
1.466275659824047e-05,0.07096774193548387
0.0,0.06774193548387097
0.0,0.11612903225806452
1.466275659824047e-05,0.08064516129032258
2.932551319648094e-05,0.07741935483870968
1.466275659824047e-05,0.0935483870967742
0.0,0.09032258064516129
1.466275659824047e-05,0.06451612903225806
0.00013196480938416422,0.0967741935483871
2.932551319648094e-05,0.1032258064516129
2.932551319648094e-05,0.0967741935483871
4.398826979472141e-05,0.1032258064516129
1.466275659824047e-05,0.09032258064516129
1.466275659824047e-05,0.1064516129032258
0.0,0.12580645161290321
1.466275659824047e-05,0.11935483870967742
2.932551319648094e-05,0.041935483870967745
4.398826979472141e-05,0.12258064516129032
0.0,0.12903225806451613
2.932551319648094e-05,0.12580645161290321
0.00020527859237536657,0.13548387096774195
0.0,0.14193548387096774
1.466275659824047e-05,0.13548387096774195
2.932551319648094e-05,0.14516129032258066
0.0,0.14838709677419354
1.466275659824047e-05,0.15161290322580645
1.466275659824047e-05,0.15806451612903225
7.331378299120235e-05,0.14838709677419354
2.932551319648094e-05,0.16451612903225807
2.932551319648094e-05,0.16451612903225807
1.466275659824047e-05,0.14838709677419354
2.932551319648094e-05,0.14516129032258066
0.0,0.17419354838709677
1.466275659824047e-05,0.14838709677419354
0.0,0.1032258064516129
1.466275659824047e-05,0.18064516129032257
1.466275659824047e-05,0.1870967741935484
0.0,0.22580645161290322
0.0,0.18387096774193548
1.466275659824047e-05,0.1
8.797653958944282e-05,0.2
1.466275659824047e-05,0.2064516129032258
1.466275659824047e-05,0.2032258064516129
0.0,0.2129032258064516
1.466275659824047e-05,0.2064516129032258
2.932551319648094e-05,0.2129032258064516
2.932551319648094e-05,0.2161290322580645
4.398826979472141e-05,0.22580645161290322
1.466275659824047e-05,0.21935483870967742
2.932551319648094e-05,0.2032258064516129
1.466275659824047e-05,0.22580645161290322
0.0,0.24516129032258063
1.466275659824047e-05,0.23225806451612904
2.932551319648094e-05,0.24193548387096775
0.0,0.24516129032258063
2.932551319648094e-05,0.2870967741935484
1.466275659824047e-05,0.24838709677419354
4.398826979472141e-05,0.23548387096774193
4.398826979472141e-05,0.24838709677419354
2.932551319648094e-05,0.25806451612903225
1.466275659824047e-05,0.2645161290322581
1.466275659824047e-05,0.22903225806451613
2.932551319648094e-05,0.23225806451612904
1.466275659824047e-05,0.27741935483870966
1.466275659824047e-05,0.25161290322580643
1.466275659824047e-05,0.2806451612903226
2.932551319648094e-05,0.2806451612903226
1.466275659824047e-05,0.2838709677419355
1.466275659824047e-05,0.2838709677419355
1.466275659824047e-05,0.2903225806451613
1.466275659824047e-05,0.2838709677419355
1.466275659824047e-05,0.3
2.932551319648094e-05,0.3032258064516129
2.932551319648094e-05,0.2709677419354839
0.0,0.3064516129032258
4.398826979472141e-05,0.31290322580645163
1.466275659824047e-05,0.3161290322580645
1.466275659824047e-05,0.31290322580645163
0.0,0.3258064516129032
0.0002346041055718475,0.3032258064516129
0.0,0.3225806451612903
4.398826979472141e-05,0.27741935483870966
4.398826979472141e-05,0.3225806451612903
1.466275659824047e-05,0.33548387096774196
2.932551319648094e-05,0.32903225806451614
7.331378299120235e-05,0.3419354838709677
5.865102639296188e-05,0.3419354838709677
1.466275659824047e-05,0.3548387096774194
2.932551319648094e-05,0.3548387096774194
7.331378299120235e-05,0.3548387096774194
5.865102639296188e-05,0.36451612903225805
2.932551319648094e-05,0.36451612903225805
0.00020527859237536657,0.36129032258064514
5.865102639296188e-05,0.3741935483870968
1.466275659824047e-05,0.38064516129032255
0.0,0.36129032258064514
4.398826979472141e-05,0.3774193548387097
0.0,0.3741935483870968
1.466275659824047e-05,0.38387096774193546
1.466275659824047e-05,0.3903225806451613
0.0,0.3419354838709677
2.932551319648094e-05,0.3709677419354839
1.466275659824047e-05,0.3967741935483871
1.466275659824047e-05,0.4064516129032258
1.466275659824047e-05,0.4064516129032258
5.865102639296188e-05,0.4064516129032258
1.466275659824047e-05,0.4064516129032258
0.00010263929618768328,0.36129032258064514
1.466275659824047e-05,0.4161290322580645
0.0,0.42258064516129035
1.466275659824047e-05,0.42258064516129035
0.0,0.4258064516129032
0.00026392961876832845,0.42258064516129035
0.0,0.4258064516129032
1.466275659824047e-05,0.4290322580645161
1.466275659824047e-05,0.43870967741935485
2.932551319648094e-05,0.43870967741935485
2.932551319648094e-05,0.44516129032258067
0.0002932551319648094,0.44516129032258067
1.466275659824047e-05,0.45806451612903226
1.466275659824047e-05,0.44193548387096776
1.466275659824047e-05,0.45483870967741935
2.932551319648094e-05,0.47096774193548385
1.466275659824047e-05,0.432258064516129
4.398826979472141e-05,0.4645161290322581
1.466275659824047e-05,0.4612903225806452
4.398826979472141e-05,0.47096774193548385
1.466275659824047e-05,0.4806451612903226
5.865102639296188e-05,0.45806451612903226
1.466275659824047e-05,0.4870967741935484
1.466275659824047e-05,0.4806451612903226
1.466275659824047e-05,0.49032258064516127
1.466275659824047e-05,0.4870967741935484
2.932551319648094e-05,0.5064516129032258
1.466275659824047e-05,0.5064516129032258
0.0,0.5064516129032258
1.466275659824047e-05,0.5064516129032258
0.00011730205278592375,0.49032258064516127
1.466275659824047e-05,0.5064516129032258
7.331378299120235e-05,0.5129032258064516
1.466275659824047e-05,0.5193548387096775
5.865102639296188e-05,0.5290322580645161
1.466275659824047e-05,0.5290322580645161
2.932551319648094e-05,0.5258064516129032
1.466275659824047e-05,0.5064516129032258
5.865102639296188e-05,0.5096774193548387
1.466275659824047e-05,0.5387096774193548
4.398826979472141e-05,0.5419354838709678
4.398826979472141e-05,0.5483870967741935
1.466275659824047e-05,0.5516129032258065
4.398826979472141e-05,0.5419354838709678
1.466275659824047e-05,0.5
2.932551319648094e-05,0.5
1.466275659824047e-05,0.5612903225806452
2.932551319648094e-05,0.5612903225806452
0.0,0.5580645161290323
1.466275659824047e-05,0.5741935483870968
2.932551319648094e-05,0.567741935483871
1.466275659824047e-05,0.567741935483871
2.932551319648094e-05,0.5741935483870968
4.398826979472141e-05,0.5741935483870968
1.466275659824047e-05,0.5967741935483871
2.932551319648094e-05,0.5838709677419355
1.466275659824047e-05,0.5870967741935483
0.00020527859237536657,0.5903225806451613
1.466275659824047e-05,0.5903225806451613
2.932551319648094e-05,0.5612903225806452
0.0,0.6064516129032258
1.466275659824047e-05,0.6161290322580645
2.932551319648094e-05,0.6096774193548387
1.466275659824047e-05,0.6225806451612903
1.466275659824047e-05,0.6225806451612903
1.466275659824047e-05,0.6225806451612903
2.932551319648094e-05,0.6258064516129033
2.932551319648094e-05,0.6225806451612903
0.0,0.6258064516129033
2.932551319648094e-05,0.635483870967742
1.466275659824047e-05,0.6419354838709678
4.398826979472141e-05,0.6806451612903226
1.466275659824047e-05,0.6483870967741936
2.932551319648094e-05,0.6483870967741936
