I,U,SEM_I,SEM_U
0.0031036168132942328,1.875268817204301,1.0558391493007347e-05,0.006145673189778644
0.0031182795698924733,1.870967741935484,7.98139375295914e-06,0.006082638977948812
0.003098729227761486,1.8849462365591396,5.0003288540967184e-05,0.010350916901930957
0.0031622678396871946,1.87741935483871,3.990696876479511e-06,0.003041319488974406
0.003040078201368524,1.9043010752688172,9.28212416633699e-05,0.020757608939885673
0.0031867057673509286,1.8731182795698924,7.981393752959258e-06,0.001755906625650998
0.0031867057673509286,1.87741935483871,1.5962787505918397e-05,0.002633859938476618
0.0032258064516129032,1.8731182795698924,1.3824179495338174e-05,0.0035118132513020867
0.003206256109481916,1.8784946236559141,2.6168749436638996e-05,0.005757124876060494
0.0032209188660801565,1.8892473118279571,3.990696876479629e-06,0.012291346379557169
0.0032258064516129032,1.8516129032258064,6.912089747669138e-06,0.014664711502135271
0.003240469208211144,1.8795698924731183,0.0,0.004645692256923129
0.0032551319648093844,1.8870967741935483,1.197209062943877e-05,0.0054828166812826
0.0032697947214076245,1.8784946236559137,5.905692069205561e-05,0.012196917223780353
0.003279569892473118,1.8806451612903226,3.990696876479629e-06,0.001520659744487177
0.003294232649071359,1.8838709677419356,3.990696876479629e-06,7.401486830834377e-17
0.00324535679374389,1.8956989247311828,5.000328854096707e-05,0.011000723479012786
0.0033479960899315737,1.8838709677419354,3.990696876479629e-06,0.0040232875126601725
0.0033479960899315737,1.8849462365591396,3.990696876479629e-06,0.0008779533128255595
0.003357771260997068,1.8817204301075268,6.912089747669138e-06,0.0017559066256510585
0.0034066471163245356,1.8440860215053763,3.990696876479629e-06,0.023377310192287202
0.00343108504398827,1.8387096774193548,4.204460052318001e-05,0.017537103688494676
0.003396871945259042,1.8688172043010753,3.19255750118368e-05,0.0075012363929951534
0.0034164222873900294,1.855913978494624,6.912089747669138e-06,0.017559066256510224
0.0034213098729227766,1.898924731182796,3.990696876479629e-06,0.016259922899231227
0.003426197458455523,1.886021505376344,3.990696876479629e-06,0.0023228461284617247
0.00343108504398827,1.8688172043010753,6.912089747669035e-06,0.012385055586502481
0.0034408602150537634,1.8903225806451613,3.990696876479511e-06,0.003041319488974301
0.003470185728250244,1.8784946236559137,7.981393752959258e-06,0.004389766564127556
0.0033822091886608016,1.9021505376344086,9.435276790857118e-05,0.020701833803861817
0.0034604105571847503,1.9129032258064516,6.912089747669138e-06,0.015803159630859258
0.003523949169110459,1.8774193548387093,1.0558391493007146e-05,0.002633859938476588
0.003504398826979472,1.8903225806451616,1.3824179495338174e-05,0.005482816681282543
0.003528836754643206,1.8870967741935483,1.0558391493007146e-05,0.0040232875126602514
0.003563049853372434,1.8784946236559137,6.912089747669138e-06,0.0008779533128254386
0.003641251221896383,1.864516129032258,6.992265797939052e-05,0.015803159630859286
0.003567937438905181,1.8838709677419356,3.990696876479629e-06,0.001520659744487177
0.003587487781036168,1.8634408602150536,3.990696876479511e-06,0.016681112943684753
0.003582600195503421,1.8978494623655913,3.990696876479511e-06,0.011514249752121144
0.0036559139784946237,1.8817204301075268,3.479008879775593e-05,0.01012505153535878
0.003602150537634408,1.8946236559139784,7.981393752959258e-06,0.0023228461284616215
0.003714565004887585,1.8688172043010753,0.00010189961401832446,0.02362330760327466
0.0036412512218963835,1.8698924731182796,3.990696876479629e-06,0.01181165380163732
0.003675464320625611,1.8827956989247312,1.0558391493007234e-05,0.003511813251302117
0.0037390029325513195,1.8924731182795698,5.986045314719409e-05,0.004389766564127616
0.0035923753665689146,1.9118279569892473,7.789529545703434e-05,0.015002472785990187
0.0036950146627565982,1.8870967741935483,6.912089747669138e-06,0.0026338599384765275
0.0037047898338220917,1.8881720430107525,3.990696876479629e-06,0.0008779533128255294
0.0036656891495601175,1.9010752688172043,3.5916271888316426e-05,0.008779533128255051
0.003787878787878788,1.8591397849462368,9.38450363239797e-05,0.018269024999820346
0.00384652981427175,1.868817204301075,8.246367373635577e-05,0.020250103070717687
0.0037585532746823073,1.8935483870967744,3.990696876479511e-06,0.001520659744487177
0.003773216031280547,1.8806451612903226,3.9906968764797475e-06,0.006628402153730105
0.0037243401759530794,1.90752688172043,5.986045314719396e-05,0.014129321393854472
0.003782991202346041,1.893548387096774,6.912089747669138e-06,0.001520659744487177
0.0038416422287390027,1.886021505376344,3.591627188831631e-05,0.008779533128255171
0.003792766373411535,1.8924731182795698,3.409652905906869e-05,0.00837514082118134
0.0038367546432062564,1.8870967741935483,3.990696876479629e-06,0.001520659744487177
0.0038367546432062564,1.8903225806451613,3.990696876479629e-06,0.0026338599384765574
0.0038514173998044966,1.8784946236559141,3.990696876479511e-06,0.011000723479012726
0.0038856304985337244,1.8903225806451616,6.912089747669035e-06,0.004023287512660133
0.00384652981427175,1.8999999999999997,4.44385197034403e-05,0.008046575025320187
0.003914956011730205,1.8892473118279571,1.3824179495338174e-05,0.002322846128461633
0.003807429130009775,1.91505376344086,6.992265797939045e-05,0.015002472785990177
0.003919843597262953,1.8946236559139786,1.0558391493007345e-05,0.0031655056868559136
0.003919843597262952,1.8946236559139786,1.0558391493007347e-05,0.002322846128461633
0.00395405669599218,1.888172043010753,7.981393752959022e-06,0.002322846128461519
0.00396871945259042,1.89247311827957,7.981393752959258e-06,0.0008779533128255595
0.003949169110459433,1.8913978494623656,7.981393752959258e-06,0.008375140821181366
0.00393939393939394,1.8881720430107525,4.602296152435813e-05,0.008375140821181347
0.003963831867057674,1.9010752688172043,3.266526173959503e-05,0.007501236392995082
0.003993157380254154,1.8870967741935487,7.981393752959258e-06,0.009249812115099653
0.004012707722385141,1.8784946236559137,1.5962787505918516e-05,0.01640152141741594
0.004042033235581623,1.8881720430107525,7.981393752959258e-06,0.005757124876060575
0.0039100684261974585,1.9161290322580644,3.19255750118368e-05,0.007901579815429612
0.004066471163245357,1.9021505376344086,7.981393752959022e-06,0.010680763029212373
0.004066471163245357,1.9000000000000001,7.981393752959022e-06,0.0026338599384765574
0.0040713587487781035,1.9010752688172046,3.990696876479511e-06,0.000877953312825499
0.00406158357771261,1.9064516129032256,1.197209062943877e-05,0.001520659744487229
0.0040860215053763445,1.893548387096774,2.8777324425962338e-05,0.00997163279085561
0.0041202346041055715,1.886021505376344,6.912089747669138e-06,0.008910252971079696
0.0040566959921798625,1.9172043010752688,5.1879059394235064e-05,0.012753008512299088
0.004139784946236559,1.9010752688172043,1.0558391493007257e-05,0.0017559066256509679
0.004144672531769307,1.9043010752688172,1.5962787505918516e-05,0.0048882371673783925
0.004164222873900294,1.8849462365591396,1.197209062943877e-05,0.015231920688799876
0.004237536656891495,1.8698924731182796,2.492189400582991e-05,0.018014095875453832
0.00416911045943304,1.89247311827957,1.438866221298109e-05,0.01675028164236255
0.0041837732160312805,1.90752688172043,1.9953484382398026e-05,0.006857034576956582
0.004208211143695015,1.9021505376344088,0.0,0.002322846128461519
0.00427663734115347,1.8881720430107525,5.0003288540967184e-05,0.011000723479012757
0.0041837732160312805,1.9053763440860216,4.389766564127557e-05,0.015231920688799777
0.004217986314760508,1.9172043010752688,2.6168749436638877e-05,0.012291346379557203
0.004247311827956989,1.9301075268817207,2.7934878135357053e-05,0.024629681064673028
0.004291300097751711,1.8989247311827955,3.990696876479747e-06,0.0008779533128255595
0.004296187683284458,1.9010752688172043,6.912089747669138e-06,0.0031655056868557965
0.004305962854349951,1.9021505376344088,3.990696876479511e-06,0.002322846128461519
0.004296187683284458,1.90752688172043,6.912089747669138e-06,0.003826909767753158
0.004286412512218964,1.9053763440860216,4.389766564127557e-05,0.013110638823062296
0.004286412512218964,1.9107526881720431,2.8777324425962338e-05,0.005757124876060494
0.004349951124144672,1.896774193548387,3.990696876479511e-06,0.009249812115099645
0.004359726295210166,1.9053763440860216,3.990696876479747e-06,0.002322846128461633
