I,U
2.932551319648094e-05,0.0064516129032258064
0.0,0.0
1.466275659824047e-05,0.00967741935483871
1.466275659824047e-05,0.016129032258064516
1.466275659824047e-05,0.01935483870967742
1.466275659824047e-05,0.02903225806451613
1.466275659824047e-05,0.025806451612903226
0.0,0.02903225806451613
2.932551319648094e-05,0.03870967741935484
0.0,0.035483870967741936
1.466275659824047e-05,0.03870967741935484
1.466275659824047e-05,0.035483870967741936
1.466275659824047e-05,0.041935483870967745
2.932551319648094e-05,0.05161290322580645
1.466275659824047e-05,0.041935483870967745
2.932551319648094e-05,0.05161290322580645
0.0,0.04516129032258064
2.932551319648094e-05,0.054838709677419356
4.398826979472141e-05,0.06129032258064516
0.0,0.07419354838709677
0.0,0.05161290322580645
1.466275659824047e-05,0.07419354838709677
1.466275659824047e-05,0.09032258064516129
0.00010263929618768328,0.07741935483870968
0.00011730205278592375,0.08709677419354839
1.466275659824047e-05,0.04838709677419355
0.0,0.08064516129032258
7.331378299120235e-05,0.07419354838709677
1.466275659824047e-05,0.0935483870967742
2.932551319648094e-05,0.1032258064516129
1.466275659824047e-05,0.10967741935483871
0.0,0.1032258064516129
1.466275659824047e-05,0.11290322580645161
2.932551319648094e-05,0.012903225806451613
1.466275659824047e-05,0.11612903225806452
0.00026392961876832845,0.08387096774193549
2.932551319648094e-05,0.11612903225806452
1.466275659824047e-05,0.11612903225806452
0.0,0.12580645161290321
1.466275659824047e-05,0.12258064516129032
2.932551319648094e-05,0.11935483870967742
5.865102639296188e-05,0.13870967741935483
0.00010263929618768328,0.12580645161290321
2.932551319648094e-05,0.13870967741935483
4.398826979472141e-05,0.14838709677419354
7.331378299120235e-05,0.1870967741935484
7.331378299120235e-05,0.15483870967741936
2.932551319648094e-05,0.15806451612903225
0.0,0.16451612903225807
1.466275659824047e-05,0.16451612903225807
1.466275659824047e-05,0.16774193548387098
1.466275659824047e-05,0.1774193548387097
1.466275659824047e-05,0.17096774193548386
0.0,0.18064516129032257
2.932551319648094e-05,0.1774193548387097
7.331378299120235e-05,0.14516129032258066
4.398826979472141e-05,0.14516129032258066
0.0,0.1935483870967742
0.0002346041055718475,0.1935483870967742
4.398826979472141e-05,0.1870967741935484
0.0,0.1967741935483871
1.466275659824047e-05,0.1967741935483871
1.466275659824047e-05,0.2032258064516129
1.466275659824047e-05,0.2129032258064516
8.797653958944282e-05,0.21935483870967742
2.932551319648094e-05,0.2129032258064516
1.466275659824047e-05,0.2129032258064516
0.0,0.21935483870967742
1.466275659824047e-05,0.19032258064516128
1.466275659824047e-05,0.22258064516129034
1.466275659824047e-05,0.22903225806451613
5.865102639296188e-05,0.21935483870967742
0.0,0.2161290322580645
1.466275659824047e-05,0.23870967741935484
1.466275659824047e-05,0.24193548387096775
2.932551319648094e-05,0.24193548387096775
1.466275659824047e-05,0.24838709677419354
